Distritos;Percentil;Total
0203901 Higueruela distrito 01;Percentil 50 de consumo eléctrico en kwh;2.117
0203901 Higueruela distrito 01;Percentil 75 de consumo eléctrico en kwh;3.682
0203901 Higueruela distrito 01;Percentil 90 de consumo eléctrico en kwh;5.839
0204301 Lezuza distrito 01;Percentil 10 de consumo eléctrico en kwh;419
0204301 Lezuza distrito 01;Percentil 25 de consumo eléctrico en kwh;775
0204301 Lezuza distrito 01;Percentil 50 de consumo eléctrico en kwh;1.686
0204301 Lezuza distrito 01;Percentil 75 de consumo eléctrico en kwh;2.952
0204301 Lezuza distrito 01;Percentil 90 de consumo eléctrico en kwh;4.463
0204401 Liétor distrito 01;Percentil 10 de consumo eléctrico en kwh;374
0204401 Liétor distrito 01;Percentil 25 de consumo eléctrico en kwh;680
0204401 Liétor distrito 01;Percentil 50 de consumo eléctrico en kwh;1.548
0204401 Liétor distrito 01;Percentil 75 de consumo eléctrico en kwh;2.857
0204401 Liétor distrito 01;Percentil 90 de consumo eléctrico en kwh;4.331
0204501 Madrigueras distrito 01 *;Percentil 10 de consumo eléctrico en kwh;637
0204501 Madrigueras distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.403
0204501 Madrigueras distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.714
0204501 Madrigueras distrito 01 *;Percentil 75 de consumo eléctrico en kwh;4.365
0204501 Madrigueras distrito 01 *;Percentil 90 de consumo eléctrico en kwh;6.547
0204502 Madrigueras distrito 02 *;Percentil 10 de consumo eléctrico en kwh;756
0204502 Madrigueras distrito 02 *;Percentil 25 de consumo eléctrico en kwh;1.515
0204502 Madrigueras distrito 02 *;Percentil 50 de consumo eléctrico en kwh;2.680
0204502 Madrigueras distrito 02 *;Percentil 75 de consumo eléctrico en kwh;4.084
0204502 Madrigueras distrito 02 *;Percentil 90 de consumo eléctrico en kwh;5.914
0204601 Mahora distrito 01;Percentil 10 de consumo eléctrico en kwh;523
0204601 Mahora distrito 01;Percentil 25 de consumo eléctrico en kwh;1.128
0204601 Mahora distrito 01;Percentil 50 de consumo eléctrico en kwh;2.370
0204601 Mahora distrito 01;Percentil 75 de consumo eléctrico en kwh;3.916
0204601 Mahora distrito 01;Percentil 90 de consumo eléctrico en kwh;6.037
0204801 Minaya distrito 01;Percentil 10 de consumo eléctrico en kwh;467
0204801 Minaya distrito 01;Percentil 25 de consumo eléctrico en kwh;935
0204801 Minaya distrito 01;Percentil 50 de consumo eléctrico en kwh;2.155
0204801 Minaya distrito 01;Percentil 75 de consumo eléctrico en kwh;4.155
0204801 Minaya distrito 01;Percentil 90 de consumo eléctrico en kwh;6.805
0205101 MontealegredelCastillo distrito 01;Percentil 10 de consumo eléctrico en kwh;541
0205101 MontealegredelCastillo distrito 01;Percentil 25 de consumo eléctrico en kwh;1.161
0205101 MontealegredelCastillo distrito 01;Percentil 50 de consumo eléctrico en kwh;2.264
0205101 MontealegredelCastillo distrito 01;Percentil 75 de consumo eléctrico en kwh;3.562
0205101 MontealegredelCastillo distrito 01;Percentil 90 de consumo eléctrico en kwh;5.785
0205102 MontealegredelCastillo distrito 02;Percentil 10 de consumo eléctrico en kwh;521
0205102 MontealegredelCastillo distrito 02;Percentil 25 de consumo eléctrico en kwh;1.220
0205102 MontealegredelCastillo distrito 02;Percentil 50 de consumo eléctrico en kwh;2.622
0205102 MontealegredelCastillo distrito 02;Percentil 75 de consumo eléctrico en kwh;4.461
0205102 MontealegredelCastillo distrito 02;Percentil 90 de consumo eléctrico en kwh;6.836
0205301 Munera distrito 01;Percentil 10 de consumo eléctrico en kwh;678
0205301 Munera distrito 01;Percentil 25 de consumo eléctrico en kwh;1.290
0205301 Munera distrito 01;Percentil 50 de consumo eléctrico en kwh;2.319
0205301 Munera distrito 01;Percentil 75 de consumo eléctrico en kwh;3.708
0205301 Munera distrito 01;Percentil 90 de consumo eléctrico en kwh;5.298
0205302 Munera distrito 02;Percentil 10 de consumo eléctrico en kwh;561
0205302 Munera distrito 02;Percentil 25 de consumo eléctrico en kwh;1.213
0205302 Munera distrito 02;Percentil 50 de consumo eléctrico en kwh;2.273
0205302 Munera distrito 02;Percentil 75 de consumo eléctrico en kwh;4.034
0205302 Munera distrito 02;Percentil 90 de consumo eléctrico en kwh;6.895
0205303 Munera distrito 03;Percentil 10 de consumo eléctrico en kwh;555
0205303 Munera distrito 03;Percentil 25 de consumo eléctrico en kwh;1.157
0205303 Munera distrito 03;Percentil 50 de consumo eléctrico en kwh;2.181
0205303 Munera distrito 03;Percentil 75 de consumo eléctrico en kwh;3.439
0205303 Munera distrito 03;Percentil 90 de consumo eléctrico en kwh;5.556
0205501 Nerpio distrito 01;Percentil 10 de consumo eléctrico en kwh;375
0205501 Nerpio distrito 01;Percentil 25 de consumo eléctrico en kwh;635
0205501 Nerpio distrito 01;Percentil 50 de consumo eléctrico en kwh;1.429
0205501 Nerpio distrito 01;Percentil 75 de consumo eléctrico en kwh;2.684
0205501 Nerpio distrito 01;Percentil 90 de consumo eléctrico en kwh;4.142
0205601 Ontur distrito 01;Percentil 10 de consumo eléctrico en kwh;555
0205601 Ontur distrito 01;Percentil 25 de consumo eléctrico en kwh;1.115
0205601 Ontur distrito 01;Percentil 50 de consumo eléctrico en kwh;2.472
0205601 Ontur distrito 01;Percentil 75 de consumo eléctrico en kwh;3.885
0205601 Ontur distrito 01;Percentil 90 de consumo eléctrico en kwh;5.986
0205602 Ontur distrito 02;Percentil 10 de consumo eléctrico en kwh;643
0205602 Ontur distrito 02;Percentil 25 de consumo eléctrico en kwh;1.207
0205602 Ontur distrito 02;Percentil 50 de consumo eléctrico en kwh;2.345
0205602 Ontur distrito 02;Percentil 75 de consumo eléctrico en kwh;3.706
0205602 Ontur distrito 02;Percentil 90 de consumo eléctrico en kwh;5.379
0205701 OssadeMontiel distrito 01;Percentil 10 de consumo eléctrico en kwh;457
0205701 OssadeMontiel distrito 01;Percentil 25 de consumo eléctrico en kwh;907
0205701 OssadeMontiel distrito 01;Percentil 50 de consumo eléctrico en kwh;1.850
0205701 OssadeMontiel distrito 01;Percentil 75 de consumo eléctrico en kwh;3.232
0205701 OssadeMontiel distrito 01;Percentil 90 de consumo eléctrico en kwh;4.736
0206001 PeñasdeSanPedro distrito 01;Percentil 10 de consumo eléctrico en kwh;427
0206001 PeñasdeSanPedro distrito 01;Percentil 25 de consumo eléctrico en kwh;754
0206001 PeñasdeSanPedro distrito 01;Percentil 50 de consumo eléctrico en kwh;1.563
0206001 PeñasdeSanPedro distrito 01;Percentil 75 de consumo eléctrico en kwh;2.805
0206001 PeñasdeSanPedro distrito 01;Percentil 90 de consumo eléctrico en kwh;4.467
0206301 Pozohondo distrito 01;Percentil 10 de consumo eléctrico en kwh;466
0206301 Pozohondo distrito 01;Percentil 25 de consumo eléctrico en kwh;884
0206301 Pozohondo distrito 01;Percentil 50 de consumo eléctrico en kwh;1.807
0206301 Pozohondo distrito 01;Percentil 75 de consumo eléctrico en kwh;3.133
0206301 Pozohondo distrito 01;Percentil 90 de consumo eléctrico en kwh;4.571
0206701 Riópar distrito 01;Percentil 10 de consumo eléctrico en kwh;385
0206701 Riópar distrito 01;Percentil 25 de consumo eléctrico en kwh;623
0206701 Riópar distrito 01;Percentil 50 de consumo eléctrico en kwh;1.268
0206701 Riópar distrito 01;Percentil 75 de consumo eléctrico en kwh;2.451
0206701 Riópar distrito 01;Percentil 90 de consumo eléctrico en kwh;3.800
0206901 Roda(La) distrito 01;Percentil 10 de consumo eléctrico en kwh;677
0206901 Roda(La) distrito 01;Percentil 25 de consumo eléctrico en kwh;1.345
0206901 Roda(La) distrito 01;Percentil 50 de consumo eléctrico en kwh;2.341
0206901 Roda(La) distrito 01;Percentil 75 de consumo eléctrico en kwh;3.526
0206901 Roda(La) distrito 01;Percentil 90 de consumo eléctrico en kwh;5.179
0206902 Roda(La) distrito 02;Percentil 10 de consumo eléctrico en kwh;720
0206902 Roda(La) distrito 02;Percentil 25 de consumo eléctrico en kwh;1.436
0206902 Roda(La) distrito 02;Percentil 50 de consumo eléctrico en kwh;2.363
0206902 Roda(La) distrito 02;Percentil 75 de consumo eléctrico en kwh;3.501
0206902 Roda(La) distrito 02;Percentil 90 de consumo eléctrico en kwh;5.135
0206903 Roda(La) distrito 03;Percentil 10 de consumo eléctrico en kwh;645
0206903 Roda(La) distrito 03;Percentil 25 de consumo eléctrico en kwh;1.352
0206903 Roda(La) distrito 03;Percentil 50 de consumo eléctrico en kwh;2.291
0206903 Roda(La) distrito 03;Percentil 75 de consumo eléctrico en kwh;3.540
0206903 Roda(La) distrito 03;Percentil 90 de consumo eléctrico en kwh;5.345
0207101 SanPedro distrito 01;Percentil 10 de consumo eléctrico en kwh;490
0207101 SanPedro distrito 01;Percentil 25 de consumo eléctrico en kwh;988
0207101 SanPedro distrito 01;Percentil 50 de consumo eléctrico en kwh;2.152
0207101 SanPedro distrito 01;Percentil 75 de consumo eléctrico en kwh;3.388
0207101 SanPedro distrito 01;Percentil 90 de consumo eléctrico en kwh;5.066
0207201 Socovos distrito 01;Percentil 10 de consumo eléctrico en kwh;468
0207201 Socovos distrito 01;Percentil 25 de consumo eléctrico en kwh;879
0207201 Socovos distrito 01;Percentil 50 de consumo eléctrico en kwh;1.883
0207201 Socovos distrito 01;Percentil 75 de consumo eléctrico en kwh;3.141
0207201 Socovos distrito 01;Percentil 90 de consumo eléctrico en kwh;4.526
0207202 Socovos distrito 02;Percentil 10 de consumo eléctrico en kwh;526
0207202 Socovos distrito 02;Percentil 25 de consumo eléctrico en kwh;1.141
0207202 Socovos distrito 02;Percentil 50 de consumo eléctrico en kwh;2.435
0207202 Socovos distrito 02;Percentil 75 de consumo eléctrico en kwh;3.416
0207202 Socovos distrito 02;Percentil 90 de consumo eléctrico en kwh;5.964
0207301 TarazonadelaMancha distrito 01 *;Percentil 10 de consumo eléctrico en kwh;564
0207301 TarazonadelaMancha distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.234
0207301 TarazonadelaMancha distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.394
0207301 TarazonadelaMancha distrito 01 *;Percentil 75 de consumo eléctrico en kwh;3.859
0207301 TarazonadelaMancha distrito 01 *;Percentil 90 de consumo eléctrico en kwh;6.021
0207302 TarazonadelaMancha distrito 02 *;Percentil 10 de consumo eléctrico en kwh;583
0207302 TarazonadelaMancha distrito 02 *;Percentil 25 de consumo eléctrico en kwh;1.083
0207302 TarazonadelaMancha distrito 02 *;Percentil 50 de consumo eléctrico en kwh;2.406
0207302 TarazonadelaMancha distrito 02 *;Percentil 75 de consumo eléctrico en kwh;3.904
0207302 TarazonadelaMancha distrito 02 *;Percentil 90 de consumo eléctrico en kwh;6.325
0207401 Tobarra distrito 01;Percentil 10 de consumo eléctrico en kwh;557
0207401 Tobarra distrito 01;Percentil 25 de consumo eléctrico en kwh;1.177
0207401 Tobarra distrito 01;Percentil 50 de consumo eléctrico en kwh;2.022
0207401 Tobarra distrito 01;Percentil 75 de consumo eléctrico en kwh;3.346
0207401 Tobarra distrito 01;Percentil 90 de consumo eléctrico en kwh;4.888
0207402 Tobarra distrito 02;Percentil 10 de consumo eléctrico en kwh;615
0207402 Tobarra distrito 02;Percentil 25 de consumo eléctrico en kwh;1.266
0207402 Tobarra distrito 02;Percentil 50 de consumo eléctrico en kwh;2.449
0207402 Tobarra distrito 02;Percentil 75 de consumo eléctrico en kwh;3.883
0207402 Tobarra distrito 02;Percentil 90 de consumo eléctrico en kwh;5.474
0207403 Tobarra distrito 03;Percentil 10 de consumo eléctrico en kwh;647
0207403 Tobarra distrito 03;Percentil 25 de consumo eléctrico en kwh;1.380
0207403 Tobarra distrito 03;Percentil 50 de consumo eléctrico en kwh;2.320
0207403 Tobarra distrito 03;Percentil 75 de consumo eléctrico en kwh;3.609
0207403 Tobarra distrito 03;Percentil 90 de consumo eléctrico en kwh;5.441
0207404 Tobarra distrito 04;Percentil 10 de consumo eléctrico en kwh;453
0207404 Tobarra distrito 04;Percentil 25 de consumo eléctrico en kwh;855
0207404 Tobarra distrito 04;Percentil 50 de consumo eléctrico en kwh;1.751
0207404 Tobarra distrito 04;Percentil 75 de consumo eléctrico en kwh;3.214
0207404 Tobarra distrito 04;Percentil 90 de consumo eléctrico en kwh;5.645
0207501 Valdeganga distrito 01;Percentil 10 de consumo eléctrico en kwh;554
0207501 Valdeganga distrito 01;Percentil 25 de consumo eléctrico en kwh;1.123
0207501 Valdeganga distrito 01;Percentil 50 de consumo eléctrico en kwh;2.307
0207501 Valdeganga distrito 01;Percentil 75 de consumo eléctrico en kwh;3.824
0207501 Valdeganga distrito 01;Percentil 90 de consumo eléctrico en kwh;5.393
0207502 Valdeganga distrito 02;Percentil 10 de consumo eléctrico en kwh;484
0207502 Valdeganga distrito 02;Percentil 25 de consumo eléctrico en kwh;844
0207502 Valdeganga distrito 02;Percentil 50 de consumo eléctrico en kwh;2.041
0207502 Valdeganga distrito 02;Percentil 75 de consumo eléctrico en kwh;3.579
0207502 Valdeganga distrito 02;Percentil 90 de consumo eléctrico en kwh;5.565
0207801 VillalgordodelJúcar distrito 01 *;Percentil 10 de consumo eléctrico en kwh;460
0207801 VillalgordodelJúcar distrito 01 *;Percentil 25 de consumo eléctrico en kwh;908
0207801 VillalgordodelJúcar distrito 01 *;Percentil 50 de consumo eléctrico en kwh;1.978
0207801 VillalgordodelJúcar distrito 01 *;Percentil 75 de consumo eléctrico en kwh;3.502
0207801 VillalgordodelJúcar distrito 01 *;Percentil 90 de consumo eléctrico en kwh;5.331
0207901 Villamalea distrito 01 *;Percentil 10 de consumo eléctrico en kwh;704
0207901 Villamalea distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.481
0207901 Villamalea distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.743
0207901 Villamalea distrito 01 *;Percentil 75 de consumo eléctrico en kwh;4.179
0207901 Villamalea distrito 01 *;Percentil 90 de consumo eléctrico en kwh;6.294
0207902 Villamalea distrito 02 *;Percentil 10 de consumo eléctrico en kwh;638
0207902 Villamalea distrito 02 *;Percentil 25 de consumo eléctrico en kwh;1.319
0207902 Villamalea distrito 02 *;Percentil 50 de consumo eléctrico en kwh;2.664
0207902 Villamalea distrito 02 *;Percentil 75 de consumo eléctrico en kwh;4.143
0207902 Villamalea distrito 02 *;Percentil 90 de consumo eléctrico en kwh;6.385
0208101 Villarrobledo distrito 01;Percentil 10 de consumo eléctrico en kwh;634
0208101 Villarrobledo distrito 01;Percentil 25 de consumo eléctrico en kwh;1.246
0208101 Villarrobledo distrito 01;Percentil 50 de consumo eléctrico en kwh;2.159
0208101 Villarrobledo distrito 01;Percentil 75 de consumo eléctrico en kwh;3.465
0208101 Villarrobledo distrito 01;Percentil 90 de consumo eléctrico en kwh;5.311
0208102 Villarrobledo distrito 02;Percentil 10 de consumo eléctrico en kwh;713
0208102 Villarrobledo distrito 02;Percentil 25 de consumo eléctrico en kwh;1.422
0208102 Villarrobledo distrito 02;Percentil 50 de consumo eléctrico en kwh;2.405
0208102 Villarrobledo distrito 02;Percentil 75 de consumo eléctrico en kwh;3.618
0208102 Villarrobledo distrito 02;Percentil 90 de consumo eléctrico en kwh;5.495
0208103 Villarrobledo distrito 03;Percentil 10 de consumo eléctrico en kwh;682
0208103 Villarrobledo distrito 03;Percentil 25 de consumo eléctrico en kwh;1.367
0208103 Villarrobledo distrito 03;Percentil 50 de consumo eléctrico en kwh;2.320
0208103 Villarrobledo distrito 03;Percentil 75 de consumo eléctrico en kwh;3.644
0208103 Villarrobledo distrito 03;Percentil 90 de consumo eléctrico en kwh;5.671
0208104 Villarrobledo distrito 04;Percentil 10 de consumo eléctrico en kwh;719
0208104 Villarrobledo distrito 04;Percentil 25 de consumo eléctrico en kwh;1.369
0208104 Villarrobledo distrito 04;Percentil 50 de consumo eléctrico en kwh;2.247
0208104 Villarrobledo distrito 04;Percentil 75 de consumo eléctrico en kwh;3.431
0208104 Villarrobledo distrito 04;Percentil 90 de consumo eléctrico en kwh;5.196
0208601 Yeste distrito 01;Percentil 10 de consumo eléctrico en kwh;386
0208601 Yeste distrito 01;Percentil 25 de consumo eléctrico en kwh;617
0208601 Yeste distrito 01;Percentil 50 de consumo eléctrico en kwh;1.330
0208601 Yeste distrito 01;Percentil 75 de consumo eléctrico en kwh;2.399
0208601 Yeste distrito 01;Percentil 90 de consumo eléctrico en kwh;4.049
0290101 PozoCañada distrito 01;Percentil 10 de consumo eléctrico en kwh;607
0290101 PozoCañada distrito 01;Percentil 25 de consumo eléctrico en kwh;1.371
0290101 PozoCañada distrito 01;Percentil 50 de consumo eléctrico en kwh;2.597
0290101 PozoCañada distrito 01;Percentil 75 de consumo eléctrico en kwh;3.759
0290101 PozoCañada distrito 01;Percentil 90 de consumo eléctrico en kwh;5.521
0300201 Agost distrito 01;Percentil 10 de consumo eléctrico en kwh;724
0300201 Agost distrito 01;Percentil 25 de consumo eléctrico en kwh;1.354
0300201 Agost distrito 01;Percentil 50 de consumo eléctrico en kwh;2.350
0300201 Agost distrito 01;Percentil 75 de consumo eléctrico en kwh;3.670
0300201 Agost distrito 01;Percentil 90 de consumo eléctrico en kwh;5.323
0300401 Aigües distrito 01;Percentil 10 de consumo eléctrico en kwh;535
0300401 Aigües distrito 01;Percentil 25 de consumo eléctrico en kwh;1.030
0300401 Aigües distrito 01;Percentil 50 de consumo eléctrico en kwh;2.035
0300401 Aigües distrito 01;Percentil 75 de consumo eléctrico en kwh;3.767
0300401 Aigües distrito 01;Percentil 90 de consumo eléctrico en kwh;5.801
0300501 Albatera distrito 01 *;Percentil 10 de consumo eléctrico en kwh;789
0300501 Albatera distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.418
0300501 Albatera distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.504
0300501 Albatera distrito 01 *;Percentil 75 de consumo eléctrico en kwh;3.904
0300501 Albatera distrito 01 *;Percentil 90 de consumo eléctrico en kwh;5.667
0300502 Albatera distrito 02 *;Percentil 10 de consumo eléctrico en kwh;882
0300502 Albatera distrito 02 *;Percentil 25 de consumo eléctrico en kwh;1.609
0300502 Albatera distrito 02 *;Percentil 50 de consumo eléctrico en kwh;2.729
0300502 Albatera distrito 02 *;Percentil 75 de consumo eléctrico en kwh;4.231
0300502 Albatera distrito 02 *;Percentil 90 de consumo eléctrico en kwh;5.983
0300601 Alcalalí distrito 01;Percentil 10 de consumo eléctrico en kwh;733
0300601 Alcalalí distrito 01;Percentil 25 de consumo eléctrico en kwh;1.491
0300601 Alcalalí distrito 01;Percentil 50 de consumo eléctrico en kwh;2.727
