Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Municipios;Consumo eléctrico;Total
Total Nacional;12 Galicia;15 Coruña, A;15089 Vedra;Viviendas totales;2.264
Total Nacional;12 Galicia;15 Coruña, A;15090 Vilasantar;Viviendas totales;1.164
Total Nacional;12 Galicia;15 Coruña, A;15091 Vilarmaior;Viviendas totales;900
Total Nacional;12 Galicia;15 Coruña, A;15092 Vimianzo;Viviendas totales;4.446
Total Nacional;12 Galicia;15 Coruña, A;15093 Zas;Viviendas totales;2.741
Total Nacional;12 Galicia;15 Coruña, A;15901 Cariño;Viviendas totales;3.541
Total Nacional;12 Galicia;15 Coruña, A;15902 Oza-Cesuras;Viviendas totales;3.871
Total Nacional;12 Galicia;27 Lugo;;Viviendas totales;269.067
Total Nacional;12 Galicia;27 Lugo;27001 Abadín;Viviendas totales;2.428
Total Nacional;12 Galicia;27 Lugo;27002 Alfoz;Viviendas totales;1.470
Total Nacional;12 Galicia;27 Lugo;27003 Antas de Ulla;Viviendas totales;2.293
Total Nacional;12 Galicia;27 Lugo;27004 Baleira;Viviendas totales;1.081
Total Nacional;12 Galicia;27 Lugo;27005 Barreiros;Viviendas totales;5.518
Total Nacional;12 Galicia;27 Lugo;27006 Becerreá;Viviendas totales;2.851
Total Nacional;12 Galicia;27 Lugo;27007 Begonte;Viviendas totales;2.333
Total Nacional;12 Galicia;27 Lugo;27008 Bóveda;Viviendas totales;1.329
Total Nacional;12 Galicia;27 Lugo;27009 Carballedo;Viviendas totales;2.364
Total Nacional;12 Galicia;27 Lugo;27010 Castro de Rei;Viviendas totales;3.587
Total Nacional;12 Galicia;27 Lugo;27011 Castroverde;Viviendas totales;2.262
Total Nacional;12 Galicia;27 Lugo;27012 Cervantes;Viviendas totales;1.500
Total Nacional;12 Galicia;27 Lugo;27013 Cervo;Viviendas totales;3.054
Total Nacional;12 Galicia;27 Lugo;27014 Corgo, O;Viviendas totales;2.436
Total Nacional;12 Galicia;27 Lugo;27015 Cospeito;Viviendas totales;4.035
Total Nacional;12 Galicia;27 Lugo;27016 Chantada;Viviendas totales;6.936
Total Nacional;12 Galicia;27 Lugo;27018 Fonsagrada, A;Viviendas totales;3.505
Total Nacional;12 Galicia;27 Lugo;27019 Foz;Viviendas totales;11.007
Total Nacional;12 Galicia;27 Lugo;27020 Friol;Viviendas totales;3.037
Total Nacional;12 Galicia;27 Lugo;27021 Xermade;Viviendas totales;1.675
Total Nacional;12 Galicia;27 Lugo;27022 Guitiriz;Viviendas totales;4.083
Total Nacional;12 Galicia;27 Lugo;27023 Guntín;Viviendas totales;2.112
Total Nacional;12 Galicia;27 Lugo;27024 Incio, O;Viviendas totales;2.235
Total Nacional;12 Galicia;27 Lugo;27025 Xove;Viviendas totales;2.238
Total Nacional;12 Galicia;27 Lugo;27026 Láncara;Viviendas totales;1.730
Total Nacional;12 Galicia;27 Lugo;27027 Lourenzá;Viviendas totales;2.017
Total Nacional;12 Galicia;27 Lugo;27028 Lugo;Viviendas totales;62.648
Total Nacional;12 Galicia;27 Lugo;27029 Meira;Viviendas totales;1.286
Total Nacional;12 Galicia;27 Lugo;27030 Mondoñedo;Viviendas totales;4.064
Total Nacional;12 Galicia;27 Lugo;27031 Monforte de Lemos;Viviendas totales;14.796
Total Nacional;12 Galicia;27 Lugo;27032 Monterroso;Viviendas totales;3.861
Total Nacional;12 Galicia;27 Lugo;27034 Navia de Suarna;Viviendas totales;1.365
Total Nacional;12 Galicia;27 Lugo;27037 Nogais, As;Viviendas totales;873
Total Nacional;12 Galicia;27 Lugo;27039 Outeiro de Rei;Viviendas totales;3.228
Total Nacional;12 Galicia;27 Lugo;27040 Palas de Rei;Viviendas totales;4.069
Total Nacional;12 Galicia;27 Lugo;27041 Pantón;Viviendas totales;2.871
Total Nacional;12 Galicia;27 Lugo;27042 Paradela;Viviendas totales;1.215
Total Nacional;12 Galicia;27 Lugo;27043 Páramo, O;Viviendas totales;868
Total Nacional;12 Galicia;27 Lugo;27044 Pastoriza, A;Viviendas totales;2.211
Total Nacional;12 Galicia;27 Lugo;27046 Pol;Viviendas totales;1.596
Total Nacional;12 Galicia;27 Lugo;27047 Pobra do Brollón, A;Viviendas totales;1.973
Total Nacional;12 Galicia;27 Lugo;27048 Pontenova, A;Viviendas totales;2.128
Total Nacional;12 Galicia;27 Lugo;27049 Portomarín;Viviendas totales;1.193
Total Nacional;12 Galicia;27 Lugo;27050 Quiroga;Viviendas totales;5.053
Total Nacional;12 Galicia;27 Lugo;27051 Ribadeo;Viviendas totales;7.986
Total Nacional;12 Galicia;27 Lugo;27054 Riotorto;Viviendas totales;1.107
Total Nacional;12 Galicia;27 Lugo;27055 Samos;Viviendas totales;1.372
Total Nacional;12 Galicia;27 Lugo;27056 Rábade;Viviendas totales;1.165
Total Nacional;12 Galicia;27 Lugo;27057 Sarria;Viviendas totales;10.084
Total Nacional;12 Galicia;27 Lugo;27058 Saviñao, O;Viviendas totales;3.659
Total Nacional;12 Galicia;27 Lugo;27059 Sober;Viviendas totales;3.397
Total Nacional;12 Galicia;27 Lugo;27060 Taboada;Viviendas totales;2.782
Total Nacional;12 Galicia;27 Lugo;27061 Trabada;Viviendas totales;961
Total Nacional;12 Galicia;27 Lugo;27063 Valadouro, O;Viviendas totales;1.724
Total Nacional;12 Galicia;27 Lugo;27064 Vicedo, O;Viviendas totales;1.959
Total Nacional;12 Galicia;27 Lugo;27065 Vilalba;Viviendas totales;10.566
Total Nacional;12 Galicia;27 Lugo;27066 Viveiro;Viviendas totales;12.466
Total Nacional;12 Galicia;27 Lugo;27901 Baralla;Viviendas totales;1.873
Total Nacional;12 Galicia;27 Lugo;27902 Burela;Viviendas totales;5.995
Total Nacional;12 Galicia;27 Lugo;27999 Resto de Lugo;Viviendas totales;7.557
Total Nacional;12 Galicia;32 Ourense;;Viviendas totales;272.883
Total Nacional;12 Galicia;32 Ourense;32001 Allariz;Viviendas totales;7.448
Total Nacional;12 Galicia;32 Ourense;32002 Amoeiro;Viviendas totales;2.635
Total Nacional;12 Galicia;32 Ourense;32004 Avión;Viviendas totales;2.032
Total Nacional;12 Galicia;32 Ourense;32006 Bande;Viviendas totales;2.093
Total Nacional;12 Galicia;32 Ourense;32007 Baños de Molgas;Viviendas totales;2.590
Total Nacional;12 Galicia;32 Ourense;32008 Barbadás;Viviendas totales;6.493
Total Nacional;12 Galicia;32 Ourense;32009 Barco de Valdeorras, O;Viviendas totales;9.404
Total Nacional;12 Galicia;32 Ourense;32013 Boborás;Viviendas totales;2.244
Total Nacional;12 Galicia;32 Ourense;32014 Bola, A;Viviendas totales;1.451
Total Nacional;12 Galicia;32 Ourense;32017 Carballeda de Valdeorras;Viviendas totales;1.802
Total Nacional;12 Galicia;32 Ourense;32018 Carballeda de Avia;Viviendas totales;1.250
Total Nacional;12 Galicia;32 Ourense;32019 Carballiño, O;Viviendas totales;11.100
Total Nacional;12 Galicia;32 Ourense;32020 Cartelle;Viviendas totales;2.799
Total Nacional;12 Galicia;32 Ourense;32022 Castrelo de Miño;Viviendas totales;1.501
Total Nacional;12 Galicia;32 Ourense;32023 Castro Caldelas;Viviendas totales;1.738
Total Nacional;12 Galicia;32 Ourense;32024 Celanova;Viviendas totales;4.830
Total Nacional;12 Galicia;32 Ourense;32025 Cenlle;Viviendas totales;1.751
Total Nacional;12 Galicia;32 Ourense;32026 Coles;Viviendas totales;2.563
Total Nacional;12 Galicia;32 Ourense;32027 Cortegada;Viviendas totales;1.299
Total Nacional;12 Galicia;32 Ourense;32028 Cualedro;Viviendas totales;2.299
Total Nacional;12 Galicia;32 Ourense;32030 Entrimo;Viviendas totales;1.387
Total Nacional;12 Galicia;32 Ourense;32031 Esgos;Viviendas totales;1.223
Total Nacional;12 Galicia;32 Ourense;32032 Xinzo de Limia;Viviendas totales;9.696
Total Nacional;12 Galicia;32 Ourense;32034 Gudiña, A;Viviendas totales;1.595
Total Nacional;12 Galicia;32 Ourense;32035 Irixo, O;Viviendas totales;1.780
Total Nacional;12 Galicia;32 Ourense;32036 Xunqueira de Ambía;Viviendas totales;1.900
Total Nacional;12 Galicia;32 Ourense;32039 Laza;Viviendas totales;2.795
Total Nacional;12 Galicia;32 Ourense;32040 Leiro;Viviendas totales;2.199
Total Nacional;12 Galicia;32 Ourense;32042 Lobios;Viviendas totales;2.000
Total Nacional;12 Galicia;32 Ourense;32043 Maceda;Viviendas totales;3.963
Total Nacional;12 Galicia;32 Ourense;32045 Maside;Viviendas totales;2.198
Total Nacional;12 Galicia;32 Ourense;32046 Melón;Viviendas totales;1.950
Total Nacional;12 Galicia;32 Ourense;32047 Merca, A;Viviendas totales;2.271
Total Nacional;12 Galicia;32 Ourense;32048 Mezquita, A;Viviendas totales;1.031
Total Nacional;12 Galicia;32 Ourense;32050 Monterrei;Viviendas totales;2.752
Total Nacional;12 Galicia;32 Ourense;32051 Muíños;Viviendas totales;1.759
Total Nacional;12 Galicia;32 Ourense;32052 Nogueira de Ramuín;Viviendas totales;2.904
Total Nacional;12 Galicia;32 Ourense;32053 Oímbra;Viviendas totales;1.530
Total Nacional;12 Galicia;32 Ourense;32054 Ourense;Viviendas totales;67.492
Total Nacional;12 Galicia;32 Ourense;32055 Paderne de Allariz;Viviendas totales;1.588
Total Nacional;12 Galicia;32 Ourense;32056 Padrenda;Viviendas totales;1.729
Total Nacional;12 Galicia;32 Ourense;32058 Pereiro de Aguiar, O;Viviendas totales;4.368
Total Nacional;12 Galicia;32 Ourense;32059 Peroxa, A;Viviendas totales;1.744
Total Nacional;12 Galicia;32 Ourense;32061 Piñor;Viviendas totales;1.041
Total Nacional;12 Galicia;32 Ourense;32063 Pobra de Trives, A;Viviendas totales;2.625
Total Nacional;12 Galicia;32 Ourense;32067 Rairiz de Veiga;Viviendas totales;1.473
Total Nacional;12 Galicia;32 Ourense;32068 Ramirás;Viviendas totales;1.613
Total Nacional;12 Galicia;32 Ourense;32069 Ribadavia;Viviendas totales;4.071
Total Nacional;12 Galicia;32 Ourense;32071 Riós;Viviendas totales;1.694
Total Nacional;12 Galicia;32 Ourense;32072 Rúa, A;Viviendas totales;3.491
Total Nacional;12 Galicia;32 Ourense;32073 Rubiá;Viviendas totales;1.738
Total Nacional;12 Galicia;32 Ourense;32074 San Amaro;Viviendas totales;1.017
Total Nacional;12 Galicia;32 Ourense;32075 San Cibrao das Viñas;Viviendas totales;3.815
Total Nacional;12 Galicia;32 Ourense;32076 San Cristovo de Cea;Viviendas totales;1.989
Total Nacional;12 Galicia;32 Ourense;32077 Sandiás;Viviendas totales;1.908
Total Nacional;12 Galicia;32 Ourense;32078 Sarreaus;Viviendas totales;1.448
Total Nacional;12 Galicia;32 Ourense;32079 Taboadela;Viviendas totales;1.324
Total Nacional;12 Galicia;32 Ourense;32081 Toén;Viviendas totales;2.036
Total Nacional;12 Galicia;32 Ourense;32082 Trasmiras;Viviendas totales;1.492
Total Nacional;12 Galicia;32 Ourense;32085 Verín;Viviendas totales;10.628
Total Nacional;12 Galicia;32 Ourense;32086 Viana do Bolo;Viviendas totales;3.163
Total Nacional;12 Galicia;32 Ourense;32087 Vilamarín;Viviendas totales;1.525
Total Nacional;12 Galicia;32 Ourense;32088 Vilamartín de Valdeorras;Viviendas totales;1.696
Total Nacional;12 Galicia;32 Ourense;32089 Vilar de Barrio;Viviendas totales;1.629
Total Nacional;12 Galicia;32 Ourense;32091 Vilardevós;Viviendas totales;2.325
Total Nacional;12 Galicia;32 Ourense;32999 Resto de Ourense;Viviendas totales;27.966
Total Nacional;12 Galicia;36 Pontevedra;;Viviendas totales;528.828
Total Nacional;12 Galicia;36 Pontevedra;36001 Arbo;Viviendas totales;2.421
Total Nacional;12 Galicia;36 Pontevedra;36002 Barro;Viviendas totales;1.686
Total Nacional;12 Galicia;36 Pontevedra;36003 Baiona;Viviendas totales;8.879
Total Nacional;12 Galicia;36 Pontevedra;36004 Bueu;Viviendas totales;9.203
Total Nacional;12 Galicia;36 Pontevedra;36005 Caldas de Reis;Viviendas totales;5.038
Total Nacional;12 Galicia;36 Pontevedra;36006 Cambados;Viviendas totales;7.300
Total Nacional;12 Galicia;36 Pontevedra;36007 Campo Lameiro;Viviendas totales;1.009
Total Nacional;12 Galicia;36 Pontevedra;36008 Cangas;Viviendas totales;15.731
Total Nacional;12 Galicia;36 Pontevedra;36009 Cañiza, A;Viviendas totales;4.463
Total Nacional;12 Galicia;36 Pontevedra;36010 Catoira;Viviendas totales;1.651
Total Nacional;12 Galicia;36 Pontevedra;36013 Covelo;Viviendas totales;2.601
Total Nacional;12 Galicia;36 Pontevedra;36014 Crecente;Viviendas totales;2.177
Total Nacional;12 Galicia;36 Pontevedra;36015 Cuntis;Viviendas totales;2.697
Total Nacional;12 Galicia;36 Pontevedra;36016 Dozón;Viviendas totales;709
Total Nacional;12 Galicia;36 Pontevedra;36017 Estrada, A;Viviendas totales;12.476
Total Nacional;12 Galicia;36 Pontevedra;36018 Forcarei;Viviendas totales;3.125
Total Nacional;12 Galicia;36 Pontevedra;36019 Fornelos de Montes;Viviendas totales;1.049
Total Nacional;12 Galicia;36 Pontevedra;36020 Agolada;Viviendas totales;2.178
Total Nacional;12 Galicia;36 Pontevedra;36021 Gondomar;Viviendas totales;6.876
Total Nacional;12 Galicia;36 Pontevedra;36022 Grove, O;Viviendas totales;8.865
Total Nacional;12 Galicia;36 Pontevedra;36023 Guarda, A;Viviendas totales;7.024
Total Nacional;12 Galicia;36 Pontevedra;36024 Lalín;Viviendas totales;13.007
Total Nacional;12 Galicia;36 Pontevedra;36025 Lama, A;Viviendas totales;1.889
Total Nacional;12 Galicia;36 Pontevedra;36026 Marín;Viviendas totales;12.577
Total Nacional;12 Galicia;36 Pontevedra;36027 Meaño;Viviendas totales;2.264
Total Nacional;12 Galicia;36 Pontevedra;36028 Meis;Viviendas totales;2.156
Total Nacional;12 Galicia;36 Pontevedra;36029 Moaña;Viviendas totales;9.623
Total Nacional;12 Galicia;36 Pontevedra;36030 Mondariz;Viviendas totales;3.145
Total Nacional;12 Galicia;36 Pontevedra;36031 Mondariz-Balneario;Viviendas totales;671
Total Nacional;12 Galicia;36 Pontevedra;36032 Moraña;Viviendas totales;2.253
Total Nacional;12 Galicia;36 Pontevedra;36033 Mos;Viviendas totales;9.312
Total Nacional;12 Galicia;36 Pontevedra;36034 Neves, As;Viviendas totales;3.083
Total Nacional;12 Galicia;36 Pontevedra;36035 Nigrán;Viviendas totales;11.076
Total Nacional;12 Galicia;36 Pontevedra;36036 Oia;Viviendas totales;1.891
Total Nacional;12 Galicia;36 Pontevedra;36037 Pazos de Borbén;Viviendas totales;1.539
Total Nacional;12 Galicia;36 Pontevedra;36038 Pontevedra;Viviendas totales;42.646
Total Nacional;12 Galicia;36 Pontevedra;36039 Porriño, O;Viviendas totales;12.059
Total Nacional;12 Galicia;36 Pontevedra;36040 Portas;Viviendas totales;1.412
Total Nacional;12 Galicia;36 Pontevedra;36041 Poio;Viviendas totales;9.399
Total Nacional;12 Galicia;36 Pontevedra;36042 Ponteareas;Viviendas totales;13.000
Total Nacional;12 Galicia;36 Pontevedra;36043 Ponte Caldelas;Viviendas totales;3.155
Total Nacional;12 Galicia;36 Pontevedra;36044 Pontecesures;Viviendas totales;1.866
Total Nacional;12 Galicia;36 Pontevedra;36045 Redondela;Viviendas totales;14.215
Total Nacional;12 Galicia;36 Pontevedra;36046 Ribadumia;Viviendas totales;2.300
Total Nacional;12 Galicia;36 Pontevedra;36047 Rodeiro;Viviendas totales;1.897
Total Nacional;12 Galicia;36 Pontevedra;36048 Rosal, O;Viviendas totales;3.678
Total Nacional;12 Galicia;36 Pontevedra;36049 Salceda de Caselas;Viviendas totales;6.414
Total Nacional;12 Galicia;36 Pontevedra;36050 Salvaterra de Miño;Viviendas totales;6.361
Total Nacional;12 Galicia;36 Pontevedra;36051 Sanxenxo;Viviendas totales;17.787
Total Nacional;12 Galicia;36 Pontevedra;36052 Silleda;Viviendas totales;5.920
Total Nacional;12 Galicia;36 Pontevedra;36053 Soutomaior;Viviendas totales;3.916
Total Nacional;12 Galicia;36 Pontevedra;36054 Tomiño;Viviendas totales;6.621
Total Nacional;12 Galicia;36 Pontevedra;36055 Tui;Viviendas totales;8.072
Total Nacional;12 Galicia;36 Pontevedra;36056 Valga;Viviendas totales;2.391
Total Nacional;12 Galicia;36 Pontevedra;36057 Vigo;Viviendas totales;144.293
Total Nacional;12 Galicia;36 Pontevedra;36058 Vilaboa;Viviendas totales;2.511
Total Nacional;12 Galicia;36 Pontevedra;36059 Vila de Cruces;Viviendas totales;3.686
Total Nacional;12 Galicia;36 Pontevedra;36060 Vilagarcía de Arousa;Viviendas totales;21.149
Total Nacional;12 Galicia;36 Pontevedra;36061 Vilanova de Arousa;Viviendas totales;5.599
Total Nacional;12 Galicia;36 Pontevedra;36901 Illa de Arousa, A;Viviendas totales;2.762
Total Nacional;12 Galicia;36 Pontevedra;36902 Cerdedo-Cotobade;Viviendas totales;4.075
Total Nacional;13 Madrid, Comunidad de;28 Madrid;;Viviendas totales;2.956.941
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28002 Ajalvir;Viviendas totales;1.867
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28004 Álamo, El;Viviendas totales;4.204
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28005 Alcalá de Henares;Viviendas totales;79.588
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28006 Alcobendas;Viviendas totales;42.744
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28007 Alcorcón;Viviendas totales;70.601
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28008 Aldea del Fresno;Viviendas totales;2.155
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28009 Algete;Viviendas totales;7.638
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28010 Alpedrete;Viviendas totales;7.101
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28012 Anchuelo;Viviendas totales;659
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28013 Aranjuez;Viviendas totales;25.682
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28014 Arganda del Rey;Viviendas totales;21.573
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28015 Arroyomolinos;Viviendas totales;11.647
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28017 Batres;Viviendas totales;910
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28018 Becerril de la Sierra;Viviendas totales;3.997
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28019 Belmonte de Tajo;Viviendas totales;1.047
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28022 Boadilla del Monte;Viviendas totales;19.874
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28023 Boalo, El;Viviendas totales;4.544
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28026 Brunete;Viviendas totales;4.199
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28027 Buitrago del Lozoya;Viviendas totales;1.108
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28028 Bustarviejo;Viviendas totales;2.349
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28030 Cabrera, La;Viviendas totales;1.746
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28031 Cadalso de los Vidrios;Viviendas totales;2.974
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28032 Camarma de Esteruelas;Viviendas totales;3.045
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28033 Campo Real;Viviendas totales;3.011
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28035 Carabaña;Viviendas totales;1.711
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28036 Casarrubuelos;Viviendas totales;1.451
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28037 Cenicientos;Viviendas totales;2.038
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28038 Cercedilla;Viviendas totales;5.105
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28040 Ciempozuelos;Viviendas totales;9.605
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28041 Cobeña;Viviendas totales;2.643
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28042 Colmenar del Arroyo;Viviendas totales;1.121
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28043 Colmenar de Oreja;Viviendas totales;4.975
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28044 Colmenarejo;Viviendas totales;3.817
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28045 Colmenar Viejo;Viviendas totales;20.461
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28046 Collado Mediano;Viviendas totales;4.102
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28047 Collado Villalba;Viviendas totales;27.922
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28049 Coslada;Viviendas totales;31.337
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28050 Cubas de la Sagra;Viviendas totales;2.318
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28051 Chapinería;Viviendas totales;1.313
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28052 Chinchón;Viviendas totales;3.941
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28053 Daganzo de Arriba;Viviendas totales;3.757
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28054 Escorial, El;Viviendas totales;9.294
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28055 Estremera;Viviendas totales;1.196
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28056 Fresnedillas de la Oliva;Viviendas totales;938
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28057 Fresno de Torote;Viviendas totales;1.216
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28058 Fuenlabrada;Viviendas totales;70.944
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28059 Fuente el Saz de Jarama;Viviendas totales;2.968
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28060 Fuentidueña de Tajo;Viviendas totales;1.581
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28061 Galapagar;Viviendas totales;15.295
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28065 Getafe;Viviendas totales;79.835
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28066 Griñón;Viviendas totales;3.900
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28067 Guadalix de la Sierra;Viviendas totales;3.568
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28068 Guadarrama;Viviendas totales;9.883
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28072 Hoyo de Manzanares;Viviendas totales;4.354
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28073 Humanes de Madrid;Viviendas totales;7.317
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28074 Leganés;Viviendas totales;77.962
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28075 Loeches;Viviendas totales;3.721
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28079 Madrid;Viviendas totales;1.533.221
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28080 Majadahonda;Viviendas totales;25.577
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28082 Manzanares el Real;Viviendas totales;5.532
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28083 Meco;Viviendas totales;5.431
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28084 Mejorada del Campo;Viviendas totales;9.163
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28085 Miraflores de la Sierra;Viviendas totales;4.865
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28086 Molar, El;Viviendas totales;4.405
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28087 Molinos, Los;Viviendas totales;2.837
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28089 Moraleja de Enmedio;Viviendas totales;1.989
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28090 Moralzarzal;Viviendas totales;6.085
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28091 Morata de Tajuña;Viviendas totales;3.678
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28092 Móstoles;Viviendas totales;82.103
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28093 Navacerrada;Viviendas totales;2.454
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28094 Navalafuente;Viviendas totales;1.175
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28095 Navalagamella;Viviendas totales;1.490
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28096 Navalcarnero;Viviendas totales;12.156
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28099 Navas del Rey;Viviendas totales;1.715
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28100 Nuevo Baztán;Viviendas totales;3.503
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28102 Orusco de Tajuña;Viviendas totales;1.030
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28104 Paracuellos de Jarama;Viviendas totales;9.607
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28106 Parla;Viviendas totales;47.256
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28108 Pedrezuela;Viviendas totales;3.225
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28109 Pelayos de la Presa;Viviendas totales;2.586
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28110 Perales de Tajuña;Viviendas totales;1.770
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28113 Pinto;Viviendas totales;21.507
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28115 Pozuelo de Alarcón;Viviendas totales;32.327
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28116 Pozuelo del Rey;Viviendas totales;642
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28119 Quijorna;Viviendas totales;1.594
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28120 Rascafría;Viviendas totales;1.720
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28123 Rivas-Vaciamadrid;Viviendas totales;35.980
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28125 Robledo de Chavela;Viviendas totales;3.478
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28127 Rozas de Madrid, Las;Viviendas totales;35.404
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28129 San Agustín del Guadalix;Viviendas totales;5.071
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28130 San Fernando de Henares;Viviendas totales;15.621
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28131 San Lorenzo de El Escorial;Viviendas totales;9.925
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28132 San Martín de la Vega;Viviendas totales;7.629
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28133 San Martín de Valdeiglesias;Viviendas totales;5.817
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28134 San Sebastián de los Reyes;Viviendas totales;36.032
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28135 Santa María de la Alameda;Viviendas totales;1.946
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28137 Santos de la Humosa, Los;Viviendas totales;1.263
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28140 Serranillos del Valle;Viviendas totales;1.707
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28141 Sevilla la Nueva;Viviendas totales;3.780
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28144 Soto del Real;Viviendas totales;4.732
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28145 Talamanca de Jarama;Viviendas totales;2.047
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28146 Tielmes;Viviendas totales;1.502
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28147 Titulcia;Viviendas totales;693
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28148 Torrejón de Ardoz;Viviendas totales;50.494
