CUSEC,CUMUN,CSEC,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,airbnb_listings,airbnb_entire_homes,airbnb_price_median,airbnb_accommodates_total,airbnb_revenue_total,airbnb_hosts_unicos,airbnb_con_licencia,viviendas_totales,consumo_p10_kwh,consumo_p25_kwh,consumo_p50_kwh,consumo_p75_kwh,consumo_p90_kwh,isla,fuente,granularidad,hut_registros,hut_plazas,hut_habitaciones,viviendas_vacias_pct_ccaa,viviendas_uso_esporadico_pct_ccaa,viviendas_turisticas_pct_ccaa_2025M05,plazas_turisticas,airbnb_listings_por_1000_viviendas
0706401002,07064,002,07,04,0706401,07064,"Balears, Illes",Illes Balears,ES,5,3,3,"Castell, Es",2,2,3564.5,18,139062,2,1,4426,748.0,1.573,2.866,4.401,6.385,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,18,0.45187528242205155
0706401003,07064,003,07,04,0706401,07064,"Balears, Illes",Illes Balears,ES,5,3,3,"Castell, Es",27,19,271.0,133,207494,18,27,4426,748.0,1.573,2.866,4.401,6.385,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,133,6.100316312697696
0706401004,07064,004,07,04,0706401,07064,"Balears, Illes",Illes Balears,ES,5,3,3,"Castell, Es",0,0,,0,0,0,0,4426,748.0,1.573,2.866,4.401,6.385,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0706401005,07064,005,07,04,0706401,07064,"Balears, Illes",Illes Balears,ES,5,3,3,"Castell, Es",13,11,348.29,59,87564,13,13,4426,748.0,1.573,2.866,4.401,6.385,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,59,2.937189335743335
0706501001,07065,001,07,04,0706501,07065,"Balears, Illes",Illes Balears,ES,5,3,2,Vilafranca de Bonany,7,7,361.96500000000003,38,29529,7,7,1707,961.0,1.919,3.382,5.086,6.873,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,38,4.100761570005858
0706502001,07065,001,07,04,0706502,07065,"Balears, Illes",Illes Balears,ES,5,3,2,Vilafranca de Bonany,33,33,391.6,219,540544,22,32,1707,1.119,1.995,3.599,5.348,7.429,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,219,19.332161687170473
0790101001,07901,001,07,04,0790101,07901,"Balears, Illes",Illes Balears,ES,5,3,2,Ariany,87,85,456.14,609,1126032,52,87,0,0.0,0.0,0.0,0.0,0.0,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,609,0.0
0790201001,07902,001,07,04,0790201,07902,"Balears, Illes",Illes Balears,ES,5,3,3,"Migjorn Gran, Es",45,41,529.29,307,412443,18,45,1180,535.0,1.197,2.796,4.526,6.523,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,307,38.13559322033898
0701002001,07010,001,07,04,0701002,07010,"Balears, Illes",Illes Balears,ES,5,3,2,Bunyola,4,4,182.0,21,38489,4,4,3671,1.001,1.87,3.252,5.338,7.343,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,21,1.089621356578589
0701002002,07010,002,07,04,0701002,07010,"Balears, Illes",Illes Balears,ES,5,3,2,Bunyola,18,18,799.75,133,527151,17,18,3671,1.001,1.87,3.252,5.338,7.343,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,133,4.90329610460365
0702204004,07022,004,07,04,0702204,07022,"Balears, Illes",Illes Balears,ES,5,3,2,Felanitx,115,112,405.90999999999997,670,1496380,54,115,13611,593.0,1.184,2.634,4.523,6.902,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,670,8.449048563661744
0702204003,07022,003,07,04,0702204,07022,"Balears, Illes",Illes Balears,ES,5,3,2,Felanitx,70,70,542.6,445,1566108,46,69,13611,593.0,1.184,2.634,4.523,6.902,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,445,5.142899125707149
0702604006,07026,006,07,04,0702604,07026,"Balears, Illes",Illes Balears,ES,5,3,1,Eivissa,0,0,,0,0,0,0,23938,1.118,1.863,2.941,4.336,5.984,Eivissa,HUT Consell d'Eivissa 2026,municipio,41,236,22,16.2,6.9,3.74,236,0.0
0702604025,07026,025,07,04,0702604,07026,"Balears, Illes",Illes Balears,ES,5,3,1,Eivissa,0,0,,0,0,0,0,23938,1.118,1.863,2.941,4.336,5.984,Eivissa,HUT Consell d'Eivissa 2026,municipio,41,236,22,16.2,6.9,3.74,236,0.0
0700402001,07004,001,07,04,0700402,07004,"Balears, Illes",Illes Balears,ES,5,3,2,Algaida,31,29,499.58500000000004,195,699735,25,31,4306,0.0,0.0,0.0,0.0,0.0,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,195,7.199256850905713
0700402002,07004,002,07,04,0700402,07004,"Balears, Illes",Illes Balears,ES,5,3,2,Algaida,9,9,291.43,54,142376,9,9,4306,0.0,0.0,0.0,0.0,0.0,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,54,2.0901068276823036
0704601011,07046,011,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
0704601009,07046,009,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
0704601002,07046,002,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
0704003044,07040,044,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,1231.835,18,344880,2,2,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,18,0.010724895700389314
0704003056,07040,056,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0701502002,07015,002,07,04,0701502,07015,"Balears, Illes",Illes Balears,ES,5,3,3,Ciutadella de Menorca,70,70,272.0,381,634834,33,67,17887,823.0,1.729,2.987,4.292,5.772,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,381,3.9134567003969365
0701502005,07015,005,07,04,0701502,07015,"Balears, Illes",Illes Balears,ES,5,3,3,Ciutadella de Menorca,1,1,354.0,5,12744,1,1,17887,823.0,1.729,2.987,4.292,5.772,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5,0.055906524291384804
0705202002,07052,002,07,04,0705202,07052,"Balears, Illes",Illes Balears,ES,5,3,3,Sant Lluís,324,324,545.0,2105,5303330,179,318,5312,0.0,0.0,0.0,0.0,0.0,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2105,60.99397590361446
0705202003,07052,003,07,04,0705202,07052,"Balears, Illes",Illes Balears,ES,5,3,3,Sant Lluís,155,151,518.2,941,2462048,76,145,5312,0.0,0.0,0.0,0.0,0.0,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,941,29.17921686746988
0703701003,07037,003,07,04,0703701,07037,"Balears, Illes",Illes Balears,ES,5,3,3,"Mercadal, Es",161,160,284.0,801,2043709,66,150,7208,392.0,681.0,1.66,3.477,5.568,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,801,22.336293007769147
0703701004,07037,004,07,04,0703701,07037,"Balears, Illes",Illes Balears,ES,5,3,3,"Mercadal, Es",509,502,273.0,2560,4818965,276,486,7208,392.0,681.0,1.66,3.477,5.568,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2560,70.61598224195338
0703104008,07031,008,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,33,32,679.0,268,1009328,28,33,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,268,1.415579958819492
0703104015,07031,015,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,11,11,505.0,77,421191,10,11,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,77,0.47185998627316406
0702702005,07027,005,07,04,0702702,07027,"Balears, Illes",Illes Balears,ES,5,3,2,Inca,0,0,,0,0,0,0,15863,1.231,2.162,3.343,4.732,6.294,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0702702008,07027,008,07,04,0702702,07027,"Balears, Illes",Illes Balears,ES,5,3,2,Inca,0,0,,0,0,0,0,15863,1.231,2.162,3.343,4.732,6.294,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704402001,07044,001,07,04,0704402,07044,"Balears, Illes",Illes Balears,ES,5,3,2,"Pobla, Sa",4,4,729.855,23,22212,4,4,6504,904.0,1.825,3.337,5.086,6.773,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,23,0.6150061500615006
0704401001,07044,001,07,04,0704401,07044,"Balears, Illes",Illes Balears,ES,5,3,2,"Pobla, Sa",7,7,269.2,41,146362,6,7,6504,928.0,2.035,3.502,5.166,6.988,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,41,1.076260762607626
0704402002,07044,002,07,04,0704402,07044,"Balears, Illes",Illes Balears,ES,5,3,2,"Pobla, Sa",41,41,386.53499999999997,276,601515,24,41,6504,904.0,1.825,3.337,5.086,6.773,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,276,6.3038130381303805
0704004077,07040,077,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004089,07040,089,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002063,07040,063,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,12,12,220.0,38,389429,9,11,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,38,0.06434937420233589
0703601006,07036,006,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,5,4,761.0,30,124146,5,5,15048,1.459,2.505,3.863,5.755,8.036,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,30,0.3322700691121744
0703601008,07036,008,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,2,2,934.75,32,46605,2,2,15048,1.459,2.505,3.863,5.755,8.036,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,32,0.13290802764486975
